G	P1D	P1L	P1Fs	P1Ts	P1DTs	P1Fit	P1Behav	P2D	P2L	P2Fs	P2Ts	P2DTs	P2Fit	P2Behav	CD	CL	CFs	CTs	CDTs	CFit	CBehav	Mod_D
2	2	7	2	5	3	8.0	25.0	2	7	3	4	3	8.0	25.0	2	6	2	4	4	12.0	37.5	2
2	2	7	2	5	3	8.0	25.0	2	7	3	4	3	8.0	25.0	2	8	3	5	3	10.0	31.25	2
2	6	307	140	167	5	9.0	28.125	2	5	2	3	3	8.0	25.0	2	6	3	3	3	18.0	56.25	1
2	2	5	2	3	3	8.0	25.0	3	11	4	7	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	3	11	4	7	4	8.0	25.0	6	54	22	32	5	8.0	25.0	1	4	1	3	2	10.0	31.25	1
2	5	14	6	8	5	8.0	25.0	4	50	20	30	5	8.0	25.0	3	9	3	6	5	10.0	31.25	3
2	5	53	22	31	5	7.0	21.875	3	11	4	7	3	8.0	25.0	2	8	3	5	2	10.0	31.25	2
2	3	11	4	7	3	8.0	25.0	4	11	4	7	4	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	3	11	4	7	4	8.0	25.0	2	5	2	3	3	8.0	25.0	2	7	3	4	3	10.0	31.25	2
2	3	9	4	5	5	7.0	21.875	4	10	4	6	5	8.0	25.0	2	4	2	2	2	16.0	50.0	2
2	3	9	4	5	5	7.0	21.875	4	10	4	6	5	8.0	25.0	5	15	6	9	5	9.0	28.125	4
2	4	11	4	7	4	8.0	25.0	2	6	2	4	2	10.0	31.25	1	3	1	2	2	10.0	31.25	1
2	4	14	6	8	4	8.0	25.0	2	7	3	4	3	8.0	25.0	4	15	6	9	5	10.0	31.25	2
2	4	14	6	8	4	8.0	25.0	2	7	3	4	3	8.0	25.0	2	6	3	3	2	16.0	50.0	2
2	4	49	20	29	5	9.0	28.125	2	7	2	5	3	8.0	25.0	4	37	16	21	5	11.0	34.375	2
2	4	51	20	31	5	6.0	18.75	4	10	4	6	5	8.0	25.0	4	44	18	26	5	9.0	28.125	3
2	4	51	20	31	5	6.0	18.75	4	10	4	6	5	8.0	25.0	5	17	6	11	5	9.0	28.125	4
2	4	10	4	6	5	8.0	25.0	3	11	4	7	3	8.0	25.0	4	14	5	9	4	10.0	31.25	2
2	4	10	4	6	5	8.0	25.0	3	8	3	5	3	8.0	25.0	4	12	4	8	5	10.0	31.25	4
2	4	10	4	6	5	8.0	25.0	3	8	3	5	3	8.0	25.0	3	6	3	3	3	12.0	37.5	3
2	4	15	7	8	4	6.0	18.75	3	8	3	5	3	8.0	25.0	2	6	2	4	3	8.0	25.0	1
2	3	17	8	9	4	8.0	25.0	2	8	3	5	3	8.0	25.0	3	15	7	8	3	10.0	31.25	2
2	3	8	3	5	3	8.0	25.0	3	9	3	6	3	10.0	31.25	0	1	0	1	1	10.0	31.25	0
2	2	8	3	5	3	8.0	25.0	3	9	3	6	3	10.0	31.25	3	11	4	7	3	10.0	31.25	2
2	2	8	3	5	3	8.0	25.0	3	9	3	6	3	10.0	31.25	2	6	2	4	3	12.0	37.5	2
2	4	15	7	8	4	6.0	18.75	2	5	2	3	3	8.0	25.0	4	11	6	5	3	8.0	25.0	2
2	4	15	7	8	4	6.0	18.75	2	5	2	3	3	8.0	25.0	2	9	3	6	2	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	3	11	4	7	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	3	11	4	7	4	8.0	25.0	4	51	20	31	5	6.0	18.75	1	4	1	3	3	10.0	31.25	1
2	4	14	6	8	4	8.0	25.0	5	54	26	28	5	7.0	21.875	3	12	5	7	4	10.0	31.25	3
2	6	138	71	67	5	10.0	31.25	2	6	2	4	3	8.0	25.0	2	7	3	4	4	10.0	31.25	1
2	5	14	6	8	5	8.0	25.0	4	11	5	6	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	5	14	7	7	5	8.0	25.0	2	6	2	4	3	8.0	25.0	2	6	2	4	3	12.0	37.5	2
2	2	6	2	4	3	8.0	25.0	5	121	57	64	5	9.0	28.125	1	3	1	2	2	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	4	50	20	30	5	8.0	25.0	3	11	4	7	3	10.0	31.25	2
2	2	5	2	3	3	8.0	25.0	4	50	20	30	5	8.0	25.0	4	44	18	26	5	10.0	31.25	3
2	2	6	2	4	3	8.0	25.0	2	5	2	3	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	2	6	2	4	3	8.0	25.0	2	5	2	3	3	8.0	25.0	3	8	3	5	3	10.0	31.25	2
2	3	17	8	9	4	8.0	25.0	2	6	2	4	3	8.0	25.0	3	18	8	10	5	10.0	31.25	3
2	3	17	8	9	4	8.0	25.0	2	6	2	4	3	8.0	25.0	2	5	2	3	3	12.0	37.5	2
2	2	6	2	4	3	8.0	25.0	3	12	5	7	4	8.0	25.0	3	11	5	6	4	14.0	43.75	2
2	2	6	2	4	3	8.0	25.0	3	12	5	7	4	8.0	25.0	2	7	2	5	3	12.0	37.5	2
2	2	6	2	4	3	8.0	25.0	4	11	4	7	4	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	4	51	20	31	5	6.0	18.75	3	9	4	5	5	7.0	21.875	1	4	1	3	3	10.0	31.25	1
2	4	11	5	6	4	8.0	25.0	6	138	71	67	5	10.0	31.25	2	10	4	6	3	10.0	31.25	1
2	5	121	57	64	5	9.0	28.125	4	10	4	6	5	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	2	6	2	4	3	8.0	25.0	2	6	2	4	3	8.0	25.0	2	6	2	4	2	10.0	31.25	2
2	3	17	8	9	4	8.0	25.0	3	17	8	9	4	8.0	25.0	3	15	7	8	4	10.0	31.25	2
2	3	11	4	7	3	8.0	25.0	2	6	2	4	3	8.0	25.0	3	11	4	7	3	10.0	31.25	2
2	3	11	4	7	3	8.0	25.0	2	6	2	4	3	8.0	25.0	2	6	2	4	2	10.0	31.25	2
2	4	15	7	8	4	6.0	18.75	3	17	8	9	4	8.0	25.0	2	9	4	5	3	12.0	37.5	1
2	5	121	57	64	5	9.0	28.125	5	53	22	31	5	7.0	21.875	6	127	59	68	5	10.0	31.25	5
2	5	121	57	64	5	9.0	28.125	5	53	22	31	5	7.0	21.875	5	47	20	27	5	8.0	25.0	3
2	2	5	2	3	3	8.0	25.0	2	8	3	5	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	4	11	5	6	4	8.0	25.0	2	8	3	5	3	8.0	25.0	0	1	0	1	1	10.0	31.25	0
2	2	7	3	4	3	8.0	25.0	4	11	5	6	4	8.0	25.0	2	7	3	4	4	10.0	31.25	2
2	2	7	3	4	3	8.0	25.0	4	11	5	6	4	8.0	25.0	4	11	5	6	5	12.0	37.5	3
2	3	11	4	7	4	8.0	25.0	4	51	20	31	5	6.0	18.75	4	46	18	28	5	8.0	25.0	3
2	2	5	2	3	3	8.0	25.0	2	6	2	4	3	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	2	6	2	4	3	8.0	25.0	3	7	3	4	4	10.0	31.25	2
2	4	51	20	31	5	6.0	18.75	2	8	3	5	3	8.0	25.0	3	13	5	8	3	10.0	31.25	2
2	5	121	57	64	5	9.0	28.125	4	15	7	8	4	6.0	18.75	5	120	57	63	5	10.0	31.25	5
2	5	121	57	64	5	9.0	28.125	4	15	7	8	4	6.0	18.75	4	16	7	9	5	8.0	25.0	4
2	4	51	20	31	5	6.0	18.75	5	14	6	8	5	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	4	51	20	31	5	6.0	18.75	4	49	20	29	5	9.0	28.125	4	43	17	26	5	8.0	25.0	3
2	5	121	57	64	5	9.0	28.125	6	54	22	32	5	8.0	25.0	6	127	61	66	5	12.0	37.5	4
2	3	11	4	7	3	8.0	25.0	5	14	7	7	5	8.0	25.0	5	17	8	9	5	9.0	28.125	4
2	6	138	71	67	5	10.0	31.25	4	10	4	6	5	8.0	25.0	5	15	6	9	5	11.0	34.375	4
2	2	6	2	4	3	8.0	25.0	5	11	6	5	5	7.0	21.875	3	5	3	2	2	10.0	31.25	1
2	2	6	2	4	3	8.0	25.0	5	11	6	5	5	7.0	21.875	4	12	5	7	4	10.0	31.25	3
2	5	14	6	8	5	8.0	25.0	2	6	2	4	3	8.0	25.0	4	11	4	7	4	10.0	31.25	4
2	5	14	6	8	5	8.0	25.0	6	54	22	32	5	8.0	25.0	9	46	18	28	5	11.0	34.375	5
2	5	14	6	8	5	8.0	25.0	6	54	22	32	5	8.0	25.0	4	22	10	12	5	10.0	31.25	2
2	3	9	3	6	3	10.0	31.25	2	6	2	4	3	8.0	25.0	2	6	2	4	3	12.0	37.5	2
2	6	54	22	32	5	8.0	25.0	2	5	2	3	3	8.0	25.0	6	53	22	31	5	13.0	40.625	4
2	4	15	7	8	4	6.0	18.75	2	5	2	3	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	3	9	3	6	3	10.0	31.25	2	6	2	4	3	8.0	25.0	4	11	4	7	3	10.0	31.25	2
2	4	15	7	8	4	6.0	18.75	2	6	2	4	3	8.0	25.0	1	4	1	3	2	10.0	31.25	1
2	5	11	6	5	5	7.0	21.875	4	11	5	6	4	8.0	25.0	3	9	4	5	4	8.0	25.0	3
2	3	9	4	5	5	7.0	21.875	3	11	4	7	3	8.0	25.0	2	6	2	4	3	10.0	31.25	2
2	2	5	2	3	3	8.0	25.0	2	6	2	4	2	10.0	31.25	3	8	3	5	2	10.0	31.25	2
2	6	60	30	30	5	8.0	25.0	4	10	4	6	5	8.0	25.0	4	12	5	7	5	10.0	31.25	1
2	4	51	20	31	5	6.0	18.75	6	54	22	32	5	8.0	25.0	4	52	20	32	5	7.0	21.875	4
2	6	54	22	32	5	8.0	25.0	4	11	4	7	4	8.0	25.0	1	4	1	3	2	10.0	31.25	1
2	1	4	1	3	2	10.0	31.25	2	5	2	3	3	8.0	25.0	2	6	2	4	2	10.0	31.25	2
2	2	5	2	3	3	8.0	25.0	3	9	4	5	5	7.0	21.875	2	7	3	4	2	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	3	9	4	5	5	7.0	21.875	3	7	3	4	3	10.0	31.25	2
2	3	12	5	7	4	8.0	25.0	3	11	4	7	3	8.0	25.0	2	7	2	5	3	12.0	37.5	2
2	3	12	5	7	4	8.0	25.0	3	11	4	7	3	8.0	25.0	4	16	7	9	4	10.0	31.25	3
2	4	10	4	6	5	8.0	25.0	5	14	6	8	5	8.0	25.0	8	22	9	13	5	9.0	28.125	4
2	4	10	4	6	5	8.0	25.0	5	14	6	8	5	8.0	25.0	1	2	1	1	1	22.0	68.75	1
2	5	14	7	7	5	8.0	25.0	4	11	4	7	4	8.0	25.0	3	5	3	2	2	10.0	31.25	1
2	3	7	3	4	3	8.0	25.0	4	11	4	7	4	8.0	25.0	2	6	2	4	2	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	4	11	4	7	4	8.0	25.0	3	9	3	6	3	10.0	31.25	1
2	3	9	4	5	5	7.0	21.875	4	15	7	8	4	6.0	18.75	3	9	4	5	4	12.0	37.5	3
2	3	9	4	5	5	7.0	21.875	4	15	7	8	4	6.0	18.75	4	15	7	8	4	10.0	31.25	4
2	4	15	7	8	4	6.0	18.75	4	49	20	29	5	8.0	25.0	4	28	12	16	5	7.0	21.875	2
2	4	15	7	8	4	6.0	18.75	4	49	20	29	5	8.0	25.0	4	36	15	21	5	9.0	28.125	2
2	4	10	4	6	5	8.0	25.0	5	54	26	28	5	7.0	21.875	4	11	4	7	5	10.0	31.25	4
2	2	6	2	4	3	8.0	25.0	2	6	2	4	3	8.0	25.0	0	1	0	1	1	10.0	31.25	0
2	4	11	5	6	4	8.0	25.0	3	9	4	5	5	7.0	21.875	3	9	4	5	4	8.0	25.0	3
2	4	11	4	7	4	8.0	25.0	3	17	8	9	4	8.0	25.0	6	27	12	15	4	10.0	31.25	3
2	4	11	4	7	4	8.0	25.0	3	17	8	9	4	8.0	25.0	0	1	0	1	1	10.0	31.25	0
2	2	5	2	3	3	8.0	25.0	2	7	3	4	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	2	6	2	4	3	8.0	25.0	4	15	7	8	4	6.0	18.75	2	5	2	3	2	10.0	31.25	2
2	2	6	2	4	3	8.0	25.0	4	15	7	8	4	6.0	18.75	4	16	7	9	4	8.0	25.0	4
2	4	15	7	8	4	6.0	18.75	4	51	20	31	5	6.0	18.75	4	24	10	14	5	7.0	21.875	3
2	3	11	4	7	3	8.0	25.0	4	15	7	8	4	6.0	18.75	3	11	4	7	3	8.0	25.0	2
2	3	9	4	5	5	7.0	21.875	1	4	1	3	2	10.0	31.25	3	10	4	6	4	8.0	25.0	3
2	3	17	8	9	4	8.0	25.0	3	11	4	7	4	8.0	25.0	4	21	9	12	5	9.0	28.125	3
2	3	9	4	5	5	7.0	21.875	2	5	2	3	3	8.0	25.0	4	11	5	6	5	10.0	31.25	3
2	3	9	4	5	5	7.0	21.875	2	5	2	3	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	3	17	8	9	4	8.0	25.0	4	12	5	7	3	8.0	25.0	3	15	7	8	4	10.0	31.25	2
2	5	121	57	64	5	9.0	28.125	2	5	2	3	3	8.0	25.0	2	4	2	2	1	16.0	50.0	2
2	2	6	2	4	3	8.0	25.0	3	9	3	6	3	10.0	31.25	4	11	4	7	3	10.0	31.25	2
2	5	11	6	5	5	7.0	21.875	3	11	4	7	4	8.0	25.0	3	11	4	7	4	8.0	25.0	1
2	2	5	2	3	3	8.0	25.0	4	14	6	8	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	1	4	1	3	2	10.0	31.25	5	11	6	5	5	7.0	21.875	3	10	4	6	4	8.0	25.0	3
2	3	9	4	5	5	7.0	21.875	4	49	20	29	5	8.0	25.0	3	10	4	6	4	8.0	25.0	3
2	4	15	7	8	4	6.0	18.75	3	9	3	6	3	10.0	31.25	4	12	6	6	4	8.0	25.0	2
2	5	14	6	8	5	8.0	25.0	6	138	71	67	5	10.0	31.25	6	64	30	34	5	10.0	31.25	3
2	4	51	20	31	5	6.0	18.75	4	51	20	31	5	6.0	18.75	1	4	1	3	2	10.0	31.25	1
2	1	4	1	3	2	10.0	31.25	2	6	2	4	3	8.0	25.0	1	3	1	2	1	10.0	31.25	1
2	5	14	6	8	5	8.0	25.0	4	15	7	8	4	6.0	18.75	4	12	5	7	4	8.0	25.0	1
2	3	11	4	7	3	8.0	25.0	4	49	20	29	5	9.0	28.125	3	9	4	5	3	12.0	37.5	3
2	5	14	6	8	5	8.0	25.0	6	307	140	167	5	9.0	28.125	1	3	1	2	2	10.0	31.25	1
2	3	17	8	9	4	8.0	25.0	2	6	2	4	3	8.0	25.0	3	18	8	10	4	10.0	31.25	3
2	3	17	8	9	4	8.0	25.0	2	6	2	4	3	8.0	25.0	2	5	2	3	2	10.0	31.25	2
2	2	6	2	4	3	8.0	25.0	4	15	7	8	4	6.0	18.75	1	3	1	2	2	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	4	14	6	8	4	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	3	8	3	5	3	8.0	25.0	5	14	6	8	5	8.0	25.0	1	3	1	2	2	10.0	31.25	1
2	3	11	4	7	3	8.0	25.0	2	7	2	5	3	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	3	11	4	7	3	8.0	25.0	2	7	2	5	3	8.0	25.0	4	14	5	9	4	10.0	31.25	2
2	5	14	6	8	5	8.0	25.0	4	14	6	8	4	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	2	5	2	3	3	8.0	25.0	5	14	6	8	5	8.0	25.0	2	5	2	3	2	10.0	31.25	2
2	3	11	4	7	3	8.0	25.0	4	10	4	6	5	8.0	25.0	4	14	5	9	4	10.0	31.25	2
2	2	7	3	4	3	8.0	25.0	6	138	71	67	5	10.0	31.25	4	21	10	11	4	16.0	50.0	2
2	4	10	4	6	5	8.0	25.0	4	15	7	8	4	6.0	18.75	3	10	3	7	5	10.0	31.25	3
2	4	10	4	6	5	8.0	25.0	4	15	7	8	4	6.0	18.75	4	15	8	7	4	8.0	25.0	3
2	4	50	20	30	5	8.0	25.0	2	6	2	4	3	8.0	25.0	4	48	19	29	5	10.0	31.25	3
2	4	50	20	30	5	8.0	25.0	2	6	2	4	3	8.0	25.0	2	8	3	5	4	10.0	31.25	1
2	4	15	7	8	4	6.0	18.75	5	14	6	8	5	8.0	25.0	7	26	12	14	5	8.0	25.0	3
2	4	15	7	8	4	6.0	18.75	5	14	6	8	5	8.0	25.0	1	3	1	2	1	10.0	31.25	1
2	4	50	20	30	5	8.0	25.0	3	17	8	9	4	8.0	25.0	5	56	24	32	5	10.0	31.25	3
2	5	14	6	8	5	8.0	25.0	6	54	22	32	5	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	2	7	2	5	3	8.0	25.0	3	11	4	7	4	8.0	25.0	1	4	1	3	3	10.0	31.25	1
2	3	9	4	5	5	7.0	21.875	5	14	7	7	5	8.0	25.0	3	8	3	5	2	10.0	31.25	2
2	2	5	2	3	3	8.0	25.0	4	11	5	6	4	8.0	25.0	4	9	4	5	4	10.0	31.25	2
2	2	5	2	3	3	8.0	25.0	4	11	5	6	4	8.0	25.0	3	7	3	4	2	10.0	31.25	2
2	3	17	8	9	4	8.0	25.0	3	8	3	5	3	8.0	25.0	5	22	10	12	5	10.0	31.25	3
2	3	17	8	9	4	8.0	25.0	3	8	3	5	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	5	11	6	5	5	7.0	21.875	6	48	20	28	5	8.0	25.0	5	12	5	7	5	8.0	25.0	2
3	6	60	30	30	5	8.0	25.0	3	19	6	13	5	7.0	21.875	2	9	3	6	3	8.0	25.0	2
3	4	51	20	31	5	6.0	18.75	5	18	8	10	4	6.0	18.75	4	48	19	29	5	8.0	25.0	3
3	5	14	6	8	5	8.0	25.0	3	9	3	6	4	8.0	25.0	7	20	8	12	5	9.0	28.125	5
3	5	14	6	8	5	8.0	25.0	3	9	3	6	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	2	5	2	3	3	8.0	25.0	4	15	7	8	5	8.0	25.0	1	3	1	2	1	10.0	31.25	1
3	2	5	2	3	3	8.0	25.0	4	15	7	8	5	8.0	25.0	4	17	8	9	5	10.0	31.25	3
3	4	11	4	7	3	8.0	25.0	8	61	25	36	5	6.0	18.75	8	57	23	34	5	11.0	34.375	3
3	4	11	4	7	3	8.0	25.0	4	11	5	6	5	7.0	21.875	6	15	7	8	5	10.0	31.25	3
3	4	11	4	7	3	8.0	25.0	4	11	5	6	5	7.0	21.875	2	7	2	5	3	10.0	31.25	1
3	4	51	20	31	5	6.0	18.75	8	61	25	36	5	6.0	18.75	4	47	18	29	5	7.0	21.875	3
3	4	10	4	6	5	8.0	25.0	3	19	6	13	5	7.0	21.875	3	10	3	7	4	10.0	31.25	3
3	4	10	4	6	5	8.0	25.0	3	19	6	13	5	7.0	21.875	3	19	7	12	5	13.0	40.625	2
3	4	15	7	8	4	6.0	18.75	5	14	6	8	5	8.0	25.0	3	13	5	8	4	10.0	31.25	2
3	4	15	7	8	4	6.0	18.75	5	14	6	8	5	8.0	25.0	7	16	8	8	4	12.0	37.5	5
3	6	60	30	30	5	8.0	25.0	8	61	25	36	5	6.0	18.75	4	43	17	26	5	7.0	21.875	2
3	4	15	7	8	5	8.0	25.0	4	11	5	6	4	8.0	25.0	3	14	6	8	5	12.0	37.5	3
3	4	15	7	8	5	8.0	25.0	4	11	5	6	4	8.0	25.0	4	12	6	6	4	12.0	37.5	3
3	2	5	2	3	3	8.0	25.0	2	6	2	4	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	3	10	4	6	3	6.0	18.75	5	119	55	64	5	6.0	18.75	1	4	1	3	3	10.0	31.25	1
3	3	10	4	6	3	6.0	18.75	5	119	55	64	5	6.0	18.75	7	125	58	67	5	7.0	21.875	5
3	3	10	4	6	3	6.0	18.75	3	11	4	7	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	4	12	6	6	4	8.0	25.0	3	9	4	5	5	5.0	15.625	6	20	10	10	5	10.0	31.25	3
3	4	12	6	6	4	8.0	25.0	3	9	4	5	5	5.0	15.625	0	1	0	1	1	10.0	31.25	0
3	3	10	4	6	4	8.0	25.0	4	11	4	7	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	2	7	2	5	3	8.0	25.0	3	10	4	6	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	4	15	7	8	4	6.0	18.75	3	11	4	7	4	8.0	25.0	3	17	6	11	4	8.0	25.0	2
3	4	48	20	28	5	8.0	25.0	4	10	4	6	5	8.0	25.0	5	44	19	25	5	10.0	31.25	4
3	4	48	20	28	5	8.0	25.0	4	10	4	6	5	8.0	25.0	3	14	5	9	5	10.0	31.25	3
3	4	11	4	7	3	8.0	25.0	4	17	8	9	4	6.0	18.75	4	15	7	8	4	8.0	25.0	3
3	5	54	26	28	5	7.0	21.875	5	14	6	8	5	8.0	25.0	2	10	4	6	3	12.0	37.5	1
3	3	10	4	6	3	6.0	18.75	3	10	4	6	3	6.0	18.75	3	8	3	5	3	10.0	31.25	1
3	3	10	4	6	3	6.0	18.75	3	10	4	6	3	6.0	18.75	4	12	5	7	3	8.0	25.0	3
3	3	19	6	13	5	7.0	21.875	2	6	2	4	3	8.0	25.0	1	4	1	3	3	10.0	31.25	1
3	3	9	3	6	4	8.0	25.0	3	10	4	6	3	6.0	18.75	1	3	1	2	2	10.0	31.25	1
3	3	9	3	6	4	8.0	25.0	3	10	4	6	3	6.0	18.75	4	16	6	10	5	8.0	25.0	2
3	3	11	4	7	3	8.0	25.0	4	51	20	31	5	6.0	18.75	4	38	14	24	5	10.0	31.25	2
3	3	9	3	6	4	8.0	25.0	5	17	8	9	4	6.0	18.75	5	18	8	10	4	10.0	31.25	5
3	4	11	4	7	3	8.0	25.0	5	14	6	8	5	8.0	25.0	5	14	6	8	4	10.0	31.25	2
3	4	11	4	7	3	8.0	25.0	5	14	6	8	5	8.0	25.0	4	11	4	7	4	10.0	31.25	2
3	3	11	4	7	4	6.0	18.75	3	9	3	6	4	8.0	25.0	0	1	0	1	1	10.0	31.25	0
3	5	119	55	64	5	6.0	18.75	4	10	4	6	5	8.0	25.0	5	118	55	63	5	7.0	21.875	5
3	4	17	8	9	4	6.0	18.75	5	54	21	33	5	6.0	18.75	4	16	7	9	5	17.0	53.125	3
3	4	17	8	9	4	6.0	18.75	5	54	21	33	5	6.0	18.75	5	55	22	33	5	11.0	34.375	4
3	5	119	55	64	5	6.0	18.75	3	11	4	7	4	8.0	25.0	3	10	5	5	4	16.0	50.0	2
3	4	51	19	32	5	6.0	18.75	3	9	3	6	4	8.0	25.0	2	13	4	9	4	10.0	31.25	1
3	4	48	20	28	5	8.0	25.0	5	54	26	28	5	7.0	21.875	6	49	22	27	5	9.0	28.125	4
3	5	119	55	64	5	6.0	18.75	6	60	30	30	5	8.0	25.0	7	128	58	70	5	12.0	37.5	5
3	5	119	55	64	5	6.0	18.75	6	60	30	30	5	8.0	25.0	5	51	27	24	5	13.0	40.625	4
3	3	9	4	5	5	5.0	15.625	4	15	7	8	4	6.0	18.75	2	5	2	3	3	8.0	25.0	1
3	4	11	5	6	5	7.0	21.875	5	54	21	33	5	6.0	18.75	1	4	1	3	3	10.0	31.25	1
3	5	119	55	64	5	6.0	18.75	5	51	21	30	5	5.0	15.625	5	99	45	54	5	9.0	28.125	3
3	5	18	8	10	4	6.0	18.75	2	7	2	5	3	8.0	25.0	3	17	6	11	4	8.0	25.0	2
3	5	17	8	9	4	6.0	18.75	4	15	7	8	4	6.0	18.75	4	12	6	6	4	8.0	25.0	2
3	3	11	4	7	4	6.0	18.75	4	51	19	32	5	6.0	18.75	4	16	6	10	4	8.0	25.0	3
3	4	11	5	6	4	8.0	25.0	8	61	25	36	5	6.0	18.75	8	43	17	26	5	10.0	31.25	1
3	2	5	2	3	3	8.0	25.0	3	9	4	5	5	5.0	15.625	1	3	1	2	2	10.0	31.25	1
3	4	15	7	8	5	8.0	25.0	2	5	2	3	3	8.0	25.0	4	16	8	8	4	10.0	31.25	3
3	4	15	7	8	5	8.0	25.0	2	5	2	3	3	8.0	25.0	1	4	1	3	2	10.0	31.25	1
3	4	15	7	8	4	6.0	18.75	4	51	20	31	5	6.0	18.75	3	14	5	9	2	10.0	31.25	2
3	3	9	4	5	5	7.0	21.875	4	51	20	31	5	6.0	18.75	5	17	7	10	5	8.0	25.0	3
3	3	9	4	5	5	7.0	21.875	4	51	20	31	5	6.0	18.75	4	43	17	26	5	7.0	21.875	2
3	8	61	25	36	5	6.0	18.75	3	10	4	6	3	6.0	18.75	5	18	8	10	4	8.0	25.0	2
3	5	54	21	33	5	6.0	18.75	5	51	21	30	5	5.0	15.625	5	50	19	31	5	8.0	25.0	3
3	5	54	21	33	5	6.0	18.75	5	51	21	30	5	5.0	15.625	5	55	23	32	5	6.0	18.75	4
3	5	54	26	28	5	7.0	21.875	5	14	6	8	5	8.0	25.0	5	52	25	27	5	8.0	25.0	4
3	2	5	2	3	3	8.0	25.0	4	51	20	31	5	6.0	18.75	4	43	17	26	5	11.0	34.375	3
3	4	51	20	31	5	6.0	18.75	4	51	19	32	5	6.0	18.75	4	51	20	31	5	7.0	21.875	4
3	4	51	20	31	5	6.0	18.75	4	51	19	32	5	6.0	18.75	4	51	19	32	5	7.0	21.875	4
3	4	48	20	28	5	8.0	25.0	5	54	21	33	5	6.0	18.75	4	21	9	12	5	7.0	21.875	1
3	3	19	6	13	5	7.0	21.875	3	9	4	5	5	5.0	15.625	1	3	1	2	2	10.0	31.25	1
3	4	10	4	6	5	8.0	25.0	3	11	4	7	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	4	10	4	6	5	8.0	25.0	3	11	4	7	4	8.0	25.0	5	18	7	11	5	9.0	28.125	2
3	3	9	3	6	4	8.0	25.0	4	51	20	31	5	6.0	18.75	4	47	18	29	5	7.0	21.875	3
3	3	9	4	5	5	7.0	21.875	4	11	5	6	4	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	4	51	19	32	5	6.0	18.75	2	5	2	3	3	8.0	25.0	5	53	20	33	5	7.0	21.875	4
3	4	51	19	32	5	6.0	18.75	2	5	2	3	3	8.0	25.0	1	3	1	2	1	10.0	31.25	1
3	5	54	21	33	5	6.0	18.75	8	61	25	36	5	6.0	18.75	8	65	26	39	5	7.0	21.875	4
3	4	51	20	31	5	6.0	18.75	3	11	4	7	3	8.0	25.0	5	51	20	31	5	10.0	31.25	3
3	4	48	20	28	5	8.0	25.0	2	5	2	3	3	8.0	25.0	5	50	21	29	5	9.0	28.125	4
3	4	48	20	28	5	8.0	25.0	2	5	2	3	3	8.0	25.0	1	3	1	2	2	10.0	31.25	1
3	3	11	4	7	4	8.0	25.0	4	10	4	6	5	8.0	25.0	3	12	5	7	4	10.0	31.25	2
3	3	11	4	7	4	8.0	25.0	4	10	4	6	5	8.0	25.0	3	9	3	6	5	10.0	31.25	3
3	5	54	26	28	5	7.0	21.875	3	11	4	7	3	8.0	25.0	3	5	3	2	2	10.0	31.25	1
3	4	17	8	9	4	6.0	18.75	3	9	4	5	5	7.0	21.875	4	13	5	8	4	8.0	25.0	2
3	4	12	6	6	4	8.0	25.0	4	10	4	6	5	8.0	25.0	6	18	8	10	5	14.0	43.75	3
3	4	12	6	6	4	8.0	25.0	4	10	4	6	5	8.0	25.0	2	4	2	2	2	22.0	68.75	1
3	3	11	4	7	4	6.0	18.75	4	51	19	32	5	6.0	18.75	4	21	8	13	4	8.0	25.0	2
