Generation	ProgID	Fitness	BScore	SatCount	NodeCount	Similarity%	Waste%	Depth	Length	Functions	Terminals	DTerminals	ModD
37	30969189	0.0	0.0	0.5	9	88.03611738148985	92.7765237020316	17	443	213	230	5	13
36	17960685	0.0	0.0	0.5	9	87.38738738738738	92.7927927927928	17	444	213	231	5	20
50	21503427	0.0	0.0	0.5	9	100.0	93.72549019607843	17	510	243	267	5	7
49	10545623	0.0	0.0	0.5	9	92.7007299270073	94.16058394160584	17	548	261	287	5	12
48	11346824	0.0	0.0	0.5	9	92.16757741347905	94.1712204007286	17	549	261	288	5	0
47	27874776	0.0	0.0	0.5	9	92.16757741347905	94.1712204007286	17	549	261	288	5	10
46	17416013	0.0	0.0	0.5	9	87.84722222222221	94.44444444444444	17	576	275	301	5	5
45	842868	0.0	0.0	0.5	9	86.94096601073346	94.27549194991055	17	559	266	293	5	9
44	28909973	0.0	0.0	0.5	9	84.90196078431373	93.68836291913215	17	507	241	266	5	8
43	9293807	0.0	0.0	0.5	9	83.984375	93.75	17	512	244	268	5	8
42	17264786	0.0	0.0	0.5	9	83.17214700193423	93.81044487427465	17	517	246	271	5	11
41	7916459	0.0	0.0	0.5	9	77.84313725490196	93.44262295081968	15	488	231	257	5	9
40	5602395	0.0	0.0	0.5	9	77.84313725490196	93.46938775510203	15	490	231	259	5	12
39	31225742	0.0	0.0	0.5	9	77.84313725490196	93.4560327198364	15	489	231	258	5	9
38	17740413	0.0	0.0	0.5	9	77.84313725490196	93.48268839103869	15	491	231	260	5	8
37	9066661	0.0	0.0	0.5	9	77.84313725490196	92.5754060324826	15	431	202	229	5	20
50	26879823	0.0	0.0	0.5	9	100.0	93.6127744510978	17	501	239	262	5	12
49	9158059	0.0	0.0	0.5	9	98.40954274353876	93.63817097415506	17	503	239	264	5	13
48	12048244	0.0	0.0	0.5	9	97.80876494023904	93.62549800796812	17	502	239	263	5	9
47	29379590	0.0	0.0	0.5	9	96.8063872255489	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	92.21556886227546	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	91.41716566866268	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	89.42115768463074	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	88.82235528942117	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	88.82235528942117	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	88.22355289421158	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	87.62475049900199	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	86.82634730538922	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	86.22754491017965	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	85.02994011976048	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	78.44311377245509	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	77.24550898203593	92.7927927927928	17	444	213	231	5	20
50	25874183	0.0	0.0	0.5	9	100.0	92.64367816091954	17	435	207	228	5	12
49	30910387	0.0	0.0	0.5	9	98.16091954022988	92.60969976905312	17	433	207	226	5	7
48	7088617	0.0	0.0	0.5	9	93.6123348017621	92.95154185022027	17	454	217	237	5	11
47	25605257	0.0	0.0	0.5	9	91.49425287356323	92.54079254079254	17	429	205	224	5	9
46	10574267	0.0	0.0	0.5	9	91.0344827586207	92.55813953488372	17	430	205	225	5	4
45	23771345	0.0	0.0	0.5	9	90.57471264367815	92.5925925925926	17	432	207	225	5	11
44	4523363	0.0	0.0	0.5	9	88.91402714932126	92.76018099547511	17	442	211	231	5	20
50	1958577	0.0	0.0	0.5	9	100.0	94.30604982206405	17	562	265	297	5	5
49	15139323	0.0	0.0	0.5	9	90.2135231316726	93.72549019607843	17	510	242	268	5	8
48	12048244	0.0	0.0	0.5	9	88.25622775800713	93.62549800796812	17	502	239	263	5	9
47	29379590	0.0	0.0	0.5	9	87.18861209964413	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	83.09608540925268	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	82.38434163701068	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	80.6049822064057	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	80.0711743772242	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	79.53736654804271	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	79.00355871886121	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	78.46975088967972	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	77.75800711743773	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	77.22419928825623	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	76.15658362989323	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	70.2846975088968	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	69.21708185053382	92.7927927927928	17	444	213	231	5	20
50	912952	0.0	0.0	0.5	9	100.0	92.80898876404494	17	445	213	232	5	7
49	28305203	0.0	0.0	0.5	9	88.93360160965796	93.56136820925553	17	497	236	261	5	0
48	20951638	0.0	0.0	0.5	9	88.93360160965796	93.56136820925553	17	497	236	261	5	14
47	29379590	0.0	0.0	0.5	9	88.37675350701403	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	87.2651356993737	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	85.53719008264463	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	84.51882845188284	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	84.0670859538784	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	83.78947368421052	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	82.80922431865828	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	82.35294117647058	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	82.70042194092827	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	80.70539419087137	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	79.95824634655533	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	85.49107142857143	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	84.71910112359551	92.7927927927928	17	444	213	231	5	20
50	9621977	0.0	0.0	0.5	9	100.0	94.33628318584071	17	565	265	300	5	10
49	23333185	0.0	0.0	0.5	9	99.46902654867257	94.33628318584071	17	565	265	300	5	15
48	19624980	0.0	0.0	0.5	9	96.10619469026548	94.25493716337523	17	557	261	296	5	11
47	15075934	0.0	0.0	0.5	9	95.04424778761062	94.2133815551537	17	553	259	294	5	20
50	17769948	0.0	0.0	0.5	9	100.0	93.72549019607843	17	510	242	268	5	5
49	15139323	0.0	0.0	0.5	9	99.41176470588235	93.72549019607843	17	510	242	268	5	8
48	12048244	0.0	0.0	0.5	9	97.25490196078431	93.62549800796812	17	502	239	263	5	9
47	29379590	0.0	0.0	0.5	9	96.07843137254902	93.5871743486974	17	499	237	262	5	13
46	1023560	0.0	0.0	0.5	9	91.56862745098039	93.31941544885177	17	479	227	252	5	12
45	28841125	0.0	0.0	0.5	9	90.7843137254902	93.38842975206612	17	484	227	257	5	6
44	4884983	0.0	0.0	0.5	9	88.8235294117647	93.30543933054393	17	478	223	255	5	5
43	14182629	0.0	0.0	0.5	9	88.23529411764706	93.29140461215934	17	477	223	254	5	14
42	5022475	0.0	0.0	0.5	9	87.6470588235294	93.26315789473684	17	475	223	252	5	10
41	23029	0.0	0.0	0.5	9	87.05882352941177	93.29140461215934	17	477	225	252	5	13
40	12116679	0.0	0.0	0.5	9	86.47058823529412	93.27731092436974	17	476	225	251	5	9
39	11355025	0.0	0.0	0.5	9	85.68627450980392	93.24894514767934	17	474	225	249	5	10
38	7525605	0.0	0.0	0.5	9	85.09803921568627	93.3609958506224	17	482	229	253	5	11
37	13261376	0.0	0.0	0.5	9	83.92156862745098	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	77.45098039215686	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	76.27450980392156	92.7927927927928	17	444	213	231	5	20
50	25072425	0.0	0.0	0.5	9	100.0	93.4959349593496	16	492	229	263	5	15
49	10655503	0.0	0.0	0.5	9	99.1869918699187	93.48268839103869	16	491	229	262	5	13
48	14252665	0.0	0.0	0.5	9	94.52332657200812	93.50912778904666	17	493	229	264	5	13
47	25027138	0.0	0.0	0.5	9	92.27642276422763	93.37474120082815	17	483	226	257	5	12
46	5849096	0.0	0.0	0.5	9	92.07317073170732	93.4020618556701	17	485	227	258	5	13
45	1904280	0.0	0.0	0.5	9	88.77952755905511	93.7007874015748	17	508	237	271	5	8
44	32290388	0.0	0.0	0.5	9	88.18897637795276	93.7007874015748	17	508	237	271	5	3
43	1392284	0.0	0.0	0.5	9	87.3046875	93.75	17	512	240	272	5	13
42	24320815	0.0	0.0	0.5	9	86.7588932806324	93.67588932806325	17	506	238	268	5	13
41	17045421	0.0	0.0	0.5	9	86.5079365079365	93.65079365079364	17	504	237	267	5	11
40	1504335	0.0	0.0	0.5	9	86.05577689243027	93.62549800796812	17	502	235	267	5	13
39	16664142	0.0	0.0	0.5	9	85.62874251497006	93.6127744510978	17	501	235	266	5	12
38	33172286	0.0	0.0	0.5	9	84.83033932135729	93.6127744510978	17	501	237	264	5	13
37	13261376	0.0	0.0	0.5	9	86.3821138211382	93.31941544885177	17	479	227	252	5	9
36	21406487	0.0	0.0	0.5	9	80.28455284552845	92.85714285714286	17	448	214	234	5	11
35	17960685	0.0	0.0	0.5	9	79.0650406504065	92.7927927927928	17	444	213	231	5	20
50	15698518	0.0	0.0	0.5	9	100.0	93.10344827586206	17	464	218	246	5	12
49	5331493	0.0	0.0	0.5	9	99.13978494623656	93.11827956989247	17	465	218	247	5	12
48	26567823	0.0	0.0	0.5	9	94.40993788819875	93.37474120082815	17	483	225	258	5	3
47	5849096	0.0	0.0	0.5	9	93.81443298969072	93.4020618556701	17	485	227	258	5	13
46	1904280	0.0	0.0	0.5	9	89.1732283464567	93.7007874015748	17	508	237	271	5	8
45	32290388	0.0	0.0	0.5	9	88.58267716535433	93.7007874015748	17	508	237	271	5	3
44	1392284	0.0	0.0	0.5	9	87.6953125	93.75	17	512	240	272	5	13
43	24320815	0.0	0.0	0.5	9	88.73517786561264	93.67588932806325	17	506	238	268	5	13
42	17045421	0.0	0.0	0.5	9	88.4920634920635	93.65079365079364	17	504	237	267	5	11
41	1504335	0.0	0.0	0.5	9	88.04780876494024	93.62549800796812	17	502	235	267	5	13
40	16664142	0.0	0.0	0.5	9	87.62475049900199	93.6127744510978	17	501	235	266	5	12
39	33172286	0.0	0.0	0.5	9	87.62475049900199	93.6127744510978	17	501	237	264	5	13
38	13261376	0.0	0.0	0.5	9	91.64926931106471	93.31941544885177	17	479	227	252	5	9
37	21406487	0.0	0.0	0.5	9	87.5	92.85714285714286	17	448	214	234	5	11
36	17960685	0.0	0.0	0.5	9	86.20689655172413	92.7927927927928	17	444	213	231	5	20
50	6505412	0.0	0.0	0.5	9	100.0	92.50585480093677	17	427	202	225	5	11
49	28074243	0.0	0.0	0.5	9	94.61358313817331	92.13759213759214	17	407	194	213	5	8
48	7344688	0.0	0.0	0.5	9	94.37939110070258	92.1760391198044	17	409	195	214	5	6
47	21629812	0.0	0.0	0.5	9	90.51918735891647	92.7765237020316	17	443	212	231	5	5
46	6204417	0.0	0.0	0.5	9	89.84198645598194	92.7765237020316	17	443	212	231	5	0
45	8038902	0.0	0.0	0.5	9	89.84198645598194	92.7765237020316	17	443	212	231	5	0
44	29984942	0.0	0.0	0.5	9	89.84198645598194	92.7765237020316	17	443	212	231	5	7
43	17892731	0.0	0.0	0.5	9	89.41441441441441	92.7927927927928	17	444	213	231	5	0
42	8498575	0.0	0.0	0.5	9	89.41441441441441	92.7927927927928	17	444	213	231	5	0
41	19427002	0.0	0.0	0.5	9	89.41441441441441	92.7927927927928	17	444	213	231	5	11
40	27646656	0.0	0.0	0.5	9	89.61625282167043	92.7765237020316	17	443	213	230	5	13
39	30969189	0.0	0.0	0.5	9	88.93905191873588	92.7765237020316	17	443	213	230	5	13
38	17960685	0.0	0.0	0.5	9	88.28828828828829	92.7927927927928	17	444	213	231	5	20
50	16135047	3.0	9.375	0.40625	11	100.0	93.36188436830835	17	467	218	249	5	3
49	23265185	0.0	0.0	0.5	9	95.27720739219713	93.42915811088297	17	487	226	261	5	10
48	23264051	0.0	0.0	0.5	9	94.68302658486708	93.4560327198364	17	489	227	262	5	12
47	5849096	0.0	0.0	0.5	9	93.4020618556701	93.4020618556701	17	485	227	258	5	13
46	1904280	0.0	0.0	0.5	9	88.77952755905511	93.7007874015748	17	508	237	271	5	8
45	32290388	0.0	0.0	0.5	9	88.18897637795276	93.7007874015748	17	508	237	271	5	3
44	1392284	0.0	0.0	0.5	9	87.3046875	93.75	17	512	240	272	5	13
43	24320815	0.0	0.0	0.5	9	86.7588932806324	93.67588932806325	17	506	238	268	5	13
42	17045421	0.0	0.0	0.5	9	87.10317460317461	93.65079365079364	17	504	237	267	5	11
41	1504335	0.0	0.0	0.5	9	86.65338645418326	93.62549800796812	17	502	235	267	5	13
40	16664142	0.0	0.0	0.5	9	86.22754491017965	93.6127744510978	17	501	235	266	5	12
39	33172286	0.0	0.0	0.5	9	85.42914171656687	93.6127744510978	17	501	237	264	5	13
38	13261376	0.0	0.0	0.5	9	89.35281837160751	93.31941544885177	17	479	227	252	5	9
37	21406487	0.0	0.0	0.5	9	84.58244111349036	92.85714285714286	17	448	214	234	5	11
36	17960685	0.0	0.0	0.5	9	83.29764453961455	92.7927927927928	17	444	213	231	5	20
50	28380830	0.0	0.0	0.5	9	100.0	94.49225473321859	17	581	275	306	5	9
49	5430994	0.0	0.0	0.5	9	99.48453608247422	94.50171821305841	17	582	275	307	5	8
48	14994305	0.0	0.0	0.5	9	97.93459552495698	94.43478260869566	17	575	273	302	5	5
47	13086685	0.0	0.0	0.5	9	90.18932874354562	93.99624765478424	17	533	253	280	5	11
46	5249001	0.0	0.0	0.5	9	90.0172117039587	94.01869158878505	17	535	254	281	5	14
45	29548296	0.0	0.0	0.5	9	87.95180722891565	93.91634980988593	17	526	250	276	5	12
44	33147961	0.0	0.0	0.5	9	87.263339070568	93.9047619047619	17	525	250	275	5	14
43	31996673	0.0	0.0	0.5	9	86.74698795180723	93.88145315487571	17	523	249	274	5	9
42	21963694	0.0	0.0	0.5	9	86.57487091222032	93.88145315487571	17	523	249	274	5	9
41	17264786	0.0	0.0	0.5	9	85.37005163511188	93.81044487427465	17	517	246	271	5	11
40	7916459	0.0	0.0	0.5	9	79.69018932874354	93.44262295081968	15	488	231	257	5	9
39	5602395	0.0	0.0	0.5	9	79.51807228915662	93.46938775510203	15	490	231	259	5	12
38	31225742	0.0	0.0	0.5	9	79.69018932874354	93.4560327198364	15	489	231	258	5	9
37	17740413	0.0	0.0	0.5	9	79.34595524956971	93.48268839103869	15	491	231	260	5	8
36	9066661	0.0	0.0	0.5	9	68.67469879518072	92.5754060324826	15	431	202	229	5	20
50	20363353	0.0	0.0	0.5	9	100.0	92.62672811059907	17	434	207	227	5	13
49	30910387	0.0	0.0	0.5	9	99.30875576036865	92.60969976905312	17	433	207	226	5	7
48	7088617	0.0	0.0	0.5	9	94.49339207048459	92.95154185022027	17	454	217	237	5	11
47	25605257	0.0	0.0	0.5	9	92.62672811059907	92.54079254079254	17	429	205	224	5	9
46	10574267	0.0	0.0	0.5	9	92.16589861751152	92.55813953488372	17	430	205	225	5	4
45	23771345	0.0	0.0	0.5	9	91.70506912442397	92.5925925925926	17	432	207	225	5	11
44	4523363	0.0	0.0	0.5	9	89.81900452488688	92.76018099547511	17	442	211	231	5	20
50	25236505	0.0	0.0	0.5	9	100.0	93.52226720647774	17	494	230	264	5	7
49	777599	0.0	0.0	0.5	9	89.13043478260869	94.20289855072464	17	552	259	293	5	12
48	19624980	0.0	0.0	0.5	9	87.97127468581688	94.25493716337523	17	557	261	296	5	11
47	15075934	0.0	0.0	0.5	9	88.60759493670885	94.2133815551537	17	553	259	294	5	20
