G	P1F	P1B	P2F	P2B	CF	CB
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	7.0	21.875
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	7.0	21.875
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	7.0	21.875
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	7.0	21.875
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	5.0	15.625
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	10.0	31.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	6.0	18.75
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	5.0	15.625
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	5.0	15.625
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	7.0	21.875
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	4.0	12.5
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	12.0	37.5
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	7.0	21.875
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	2.0	6.25
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	3.0	9.375
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	0.0	0.0
27	0.0	0.0	0.0	0.0	1.0	3.125
27	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	6.0	18.75
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	8.0	25.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	6.0	18.75
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	9.0	28.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	6.0	18.75
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	22.0	68.75
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	6.0	18.75
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	7.0	21.875
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	10.0	31.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	6.0	18.75
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	2.0	6.25
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	4.0	12.5
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	1.0	3.125
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	0.0	0.0
28	0.0	0.0	0.0	0.0	3.0	9.375
28	0.0	0.0	0.0	0.0	5.0	15.625
28	0.0	0.0	0.0	0.0	1.0	3.125
