G	P1PT	P1SC	P1NC	P2PT	P2SC	P2NC	CPT	CSC	CNC
6	9.0	0.4375	11	8.0	0.4375	12	9.0	0.46875	13
6	7.0	0.40625	10	7.0	0.40625	10	8.0	0.46875	11
6	7.0	0.40625	10	7.0	0.40625	10	7.0	0.40625	10
6	6.0	0.4375	9	8.0	0.625	8	5.0	0.40625	7
6	6.0	0.4375	9	8.0	0.625	8	8.0	0.625	8
6	6.0	0.4375	9	9.0	0.5625	11	6.0	0.4375	9
6	6.0	0.4375	9	9.0	0.5625	11	7.0	0.59375	10
6	8.0	0.4375	12	8.0	0.53125	10	8.0	0.3125	12
6	8.0	0.4375	12	8.0	0.53125	10	5.0	0.59375	8
6	8.0	0.46875	9	8.0	0.53125	10	8.0	0.46875	9
6	8.0	0.46875	9	8.0	0.53125	10	7.0	0.5	8
6	8.0	0.53125	10	8.0	0.46875	9	6.0	0.5625	9
6	8.0	0.53125	10	8.0	0.46875	9	8.0	0.5	9
6	6.0	0.4375	9	8.0	0.46875	9	7.0	0.46875	9
6	6.0	0.4375	9	8.0	0.46875	9	6.0	0.28125	9
6	6.0	0.4375	9	8.0	0.53125	10	8.0	0.46875	9
6	6.0	0.4375	9	8.0	0.53125	10	9.0	0.59375	10
6	9.0	0.4375	11	6.0	0.375	9	3.0	0.59375	7
6	9.0	0.4375	11	6.0	0.375	9	5.0	0.34375	8
6	9.0	0.5	11	8.0	0.46875	9	7.0	0.5	9
6	9.0	0.5	11	8.0	0.46875	9	8.0	0.46875	9
6	8.0	0.625	8	9.0	0.4375	11	7.0	0.5625	9
6	8.0	0.625	8	9.0	0.4375	11	8.0	0.40625	11
6	6.0	0.4375	9	7.0	0.46875	10	3.0	0.28125	8
6	6.0	0.4375	9	7.0	0.46875	10	9.0	0.4375	12
6	6.0	0.4375	9	9.0	0.4375	12	9.0	0.4375	12
6	6.0	0.4375	9	9.0	0.4375	12	1.0	0.25	2
6	8.0	0.5625	9	8.0	0.625	8	7.0	0.53125	10
6	8.0	0.5625	9	8.0	0.625	8	7.0	0.5625	9
6	8.0	0.4375	12	8.0	0.59375	9	9.0	0.46875	13
6	8.0	0.4375	12	8.0	0.59375	9	8.0	0.59375	9
6	6.0	0.4375	9	8.0	0.4375	12	4.0	0.53125	8
6	6.0	0.4375	9	8.0	0.4375	12	7.0	0.46875	11
6	9.0	0.4375	12	9.0	0.4375	11	9.0	0.4375	12
6	9.0	0.4375	12	9.0	0.4375	11	9.0	0.4375	11
6	9.0	0.5	11	8.0	0.53125	10	9.0	0.5	11
6	9.0	0.5	11	8.0	0.53125	10	7.0	0.40625	11
6	9.0	0.4375	11	6.0	0.4375	9	1.0	0.5	1
6	9.0	0.4375	11	6.0	0.4375	9	8.0	0.5	9
6	8.0	0.46875	9	9.0	0.5625	11	8.0	0.46875	9
6	8.0	0.46875	9	9.0	0.5625	11	6.0	0.5	9
6	8.0	0.4375	10	9.0	0.4375	11	9.0	0.46875	11
6	8.0	0.4375	10	9.0	0.4375	11	6.0	0.46875	8
6	8.0	0.5625	9	6.0	0.4375	9	6.0	0.71875	7
6	8.0	0.5625	9	6.0	0.4375	9	7.0	0.40625	10
6	6.0	0.4375	9	8.0	0.4375	12	5.0	0.375	9
6	6.0	0.4375	9	8.0	0.4375	12	7.0	0.40625	10
6	7.0	0.4375	10	8.0	0.53125	10	7.0	0.5	10
6	7.0	0.4375	10	8.0	0.53125	10	8.0	0.53125	10
6	8.0	0.46875	9	6.0	0.375	9	8.0	0.46875	9
6	8.0	0.46875	9	6.0	0.375	9	6.0	0.375	9
6	6.0	0.4375	9	7.0	0.5	10	6.0	0.4375	9
6	6.0	0.4375	9	7.0	0.5	10	7.0	0.5	10
6	6.0	0.4375	9	7.0	0.40625	10	6.0	0.4375	9
6	6.0	0.4375	9	7.0	0.40625	10	9.0	0.5	11
6	9.0	0.5625	11	9.0	0.4375	12	9.0	0.5625	11
6	9.0	0.5625	11	9.0	0.4375	12	7.0	0.40625	10
6	7.0	0.5	9	6.0	0.4375	9	6.0	0.4375	9
6	7.0	0.5	9	6.0	0.4375	9	3.0	0.78125	5
6	9.0	0.4375	11	7.0	0.5	10	8.0	0.40625	11
6	9.0	0.4375	11	7.0	0.5	10	5.0	0.40625	8
6	10.0	0.53125	12	6.0	0.46875	5	10.0	0.5	12
6	10.0	0.53125	12	6.0	0.46875	5	2.0	0.375	3
6	8.0	0.4375	12	7.0	0.40625	10	8.0	0.4375	12
6	8.0	0.4375	12	7.0	0.40625	10	7.0	0.40625	10
6	9.0	0.5625	11	8.0	0.59375	9	9.0	0.5625	11
6	9.0	0.5625	11	8.0	0.59375	9	5.0	0.71875	7
6	9.0	0.5625	11	7.0	0.46875	10	7.0	0.59375	10
6	9.0	0.5625	11	7.0	0.46875	10	8.0	0.4375	11
6	7.0	0.4375	10	9.0	0.5625	11	7.0	0.4375	10
6	7.0	0.4375	10	9.0	0.5625	11	7.0	0.53125	10
6	9.0	0.65625	9	6.0	0.4375	9	6.0	0.71875	7
6	9.0	0.65625	9	6.0	0.4375	9	8.0	0.46875	10
6	9.0	0.5625	11	6.0	0.4375	9	9.0	0.5625	11
6	9.0	0.5625	11	6.0	0.4375	9	2.0	0.75	2
6	6.0	0.375	9	8.0	0.4375	10	5.0	0.34375	9
6	6.0	0.375	9	8.0	0.4375	10	8.0	0.46875	11
6	8.0	0.5625	9	6.0	0.4375	9	5.0	0.59375	7
6	8.0	0.5625	9	6.0	0.4375	9	6.0	0.46875	9
6	8.0	0.46875	9	8.0	0.46875	9	8.0	0.46875	9
6	8.0	0.46875	9	8.0	0.46875	9	8.0	0.59375	11
6	9.0	0.4375	11	7.0	0.46875	10	9.0	0.4375	11
6	9.0	0.4375	11	7.0	0.46875	10	6.0	0.75	7
6	7.0	0.46875	10	6.0	0.4375	9	6.0	0.4375	10
6	7.0	0.46875	10	6.0	0.4375	9	6.0	0.46875	9
6	7.0	0.5	9	8.0	0.5625	9	6.0	0.4375	9
6	7.0	0.5	9	8.0	0.5625	9	7.0	0.59375	8
6	6.0	0.375	9	6.0	0.4375	9	6.0	0.375	9
6	6.0	0.375	9	6.0	0.4375	9	5.0	0.375	8
6	10.0	0.53125	12	6.0	0.4375	9	9.0	0.5	12
6	10.0	0.53125	12	6.0	0.4375	9	8.0	0.5625	9
6	9.0	0.4375	11	6.0	0.375	9	9.0	0.4375	11
6	9.0	0.4375	11	6.0	0.375	9	6.0	0.375	9
6	7.0	0.40625	10	6.0	0.4375	9	5.0	0.5	7
6	7.0	0.40625	10	6.0	0.4375	9	6.0	0.4375	9
6	8.0	0.59375	9	6.0	0.4375	9	8.0	0.59375	9
6	8.0	0.59375	9	6.0	0.4375	9	7.0	0.40625	10
6	8.0	0.5625	9	6.0	0.375	9	6.0	0.65625	8
6	8.0	0.5625	9	6.0	0.375	9	6.0	0.375	9
6	6.0	0.4375	9	8.0	0.625	8	4.0	0.40625	7
6	6.0	0.4375	9	8.0	0.625	8	7.0	0.5625	9
6	8.0	0.4375	12	8.0	0.5	9	8.0	0.4375	12
6	8.0	0.4375	12	8.0	0.5	9	9.0	0.46875	9
6	7.0	0.46875	10	9.0	0.65625	9	7.0	0.5	11
6	7.0	0.46875	10	9.0	0.65625	9	8.0	0.6875	8
6	7.0	0.46875	10	7.0	0.40625	10	7.0	0.46875	10
6	7.0	0.46875	10	7.0	0.40625	10	7.0	0.40625	10
6	9.0	0.5625	11	8.0	0.59375	10	7.0	0.53125	10
6	9.0	0.5625	11	8.0	0.59375	10	8.0	0.59375	10
6	8.0	0.46875	9	8.0	0.4375	12	8.0	0.46875	9
6	8.0	0.46875	9	8.0	0.4375	12	6.0	0.34375	10
6	10.0	0.53125	12	8.0	0.53125	10	10.0	0.53125	11
6	10.0	0.53125	12	8.0	0.53125	10	8.0	0.53125	10
6	6.0	0.4375	9	8.0	0.59375	9	9.0	0.46875	11
6	6.0	0.4375	9	8.0	0.59375	9	8.0	0.625	10
6	8.0	0.59375	10	8.0	0.4375	12	7.0	0.5625	9
6	8.0	0.59375	10	8.0	0.4375	12	7.0	0.40625	10
6	8.0	0.4375	10	9.0	0.5	11	9.0	0.40625	12
6	8.0	0.4375	10	9.0	0.5	11	7.0	0.375	10
6	7.0	0.5	9	8.0	0.4375	12	7.0	0.5	9
6	7.0	0.5	9	8.0	0.4375	12	8.0	0.4375	12
6	8.0	0.4375	12	6.0	0.4375	9	9.0	0.46875	13
6	8.0	0.4375	12	6.0	0.4375	9	4.0	0.34375	8
6	6.0	0.4375	9	8.0	0.53125	10	7.0	0.40625	10
6	6.0	0.4375	9	8.0	0.53125	10	8.0	0.53125	10
6	6.0	0.4375	9	8.0	0.59375	10	7.0	0.4375	10
6	6.0	0.4375	9	8.0	0.59375	10	8.0	0.59375	10
6	6.0	0.4375	9	8.0	0.53125	10	5.0	0.40625	7
6	6.0	0.4375	9	8.0	0.53125	10	6.0	0.46875	10
6	8.0	0.5625	9	6.0	0.46875	5	8.0	0.5625	9
6	8.0	0.5625	9	6.0	0.46875	5	7.0	0.5	6
6	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
6	6.0	0.4375	9	6.0	0.4375	9	6.0	0.4375	9
6	6.0	0.4375	9	8.0	0.53125	10	6.0	0.4375	9
6	6.0	0.4375	9	8.0	0.53125	10	7.0	0.625	10
6	9.0	0.5625	11	8.0	0.53125	10	9.0	0.5625	11
6	9.0	0.5625	11	8.0	0.53125	10	7.0	0.46875	10
6	6.0	0.4375	9	8.0	0.4375	12	5.0	0.46875	8
6	6.0	0.4375	9	8.0	0.4375	12	8.0	0.4375	12
6	8.0	0.59375	10	8.0	0.4375	10	7.0	0.5625	9
6	8.0	0.59375	10	8.0	0.4375	10	9.0	0.5	10
6	8.0	0.53125	10	7.0	0.5	9	8.0	0.53125	10
6	8.0	0.53125	10	7.0	0.5	9	7.0	0.5	10
6	8.0	0.59375	9	6.0	0.4375	9	9.0	0.65625	9
6	8.0	0.59375	9	6.0	0.4375	9	2.0	0.5	3
6	6.0	0.4375	9	7.0	0.40625	10	6.0	0.4375	9
6	6.0	0.4375	9	7.0	0.40625	10	8.0	0.4375	11
6	8.0	0.59375	10	8.0	0.59375	10	8.0	0.625	9
6	8.0	0.59375	10	8.0	0.59375	10	8.0	0.625	10
6	7.0	0.40625	10	9.0	0.4375	11	9.0	0.5	11
6	7.0	0.40625	10	9.0	0.4375	11	8.0	0.40625	11
6	6.0	0.4375	9	8.0	0.5625	9	5.0	0.40625	9
6	6.0	0.4375	9	8.0	0.5625	9	7.0	0.59375	9
6	9.0	0.5625	11	9.0	0.4375	11	9.0	0.5625	11
6	9.0	0.5625	11	9.0	0.4375	11	8.0	0.40625	9
6	10.0	0.5625	12	9.0	0.4375	11	9.0	0.5	12
6	10.0	0.5625	12	9.0	0.4375	11	7.0	0.71875	7
6	7.0	0.5	9	6.0	0.4375	9	6.0	0.4375	9
6	7.0	0.5	9	6.0	0.4375	9	4.0	0.53125	7
6	8.0	0.5	9	6.0	0.375	9	8.0	0.5	9
6	8.0	0.5	9	6.0	0.375	9	6.0	0.375	9
6	8.0	0.4375	12	10.0	0.5625	12	8.0	0.375	10
6	8.0	0.4375	12	10.0	0.5625	12	8.0	0.59375	9
6	7.0	0.40625	10	9.0	0.5	11	6.0	0.4375	10
6	7.0	0.40625	10	9.0	0.5	11	9.0	0.5	11
6	8.0	0.5	9	8.0	0.5	9	8.0	0.5625	9
6	8.0	0.5	9	8.0	0.5	9	8.0	0.5	9
6	9.0	0.4375	12	8.0	0.53125	10	8.0	0.375	11
6	9.0	0.4375	12	8.0	0.53125	10	8.0	0.53125	10
6	8.0	0.59375	10	6.0	0.4375	9	4.0	0.6875	5
6	8.0	0.59375	10	6.0	0.4375	9	6.0	0.4375	9
6	10.0	0.5625	12	8.0	0.4375	12	10.0	0.5	12
6	10.0	0.5625	12	8.0	0.4375	12	8.0	0.4375	12
6	7.0	0.40625	10	7.0	0.4375	10	5.0	0.5	7
6	7.0	0.40625	10	7.0	0.4375	10	6.0	0.46875	7
6	8.0	0.59375	10	6.0	0.4375	9	8.0	0.625	9
6	8.0	0.59375	10	6.0	0.4375	9	6.0	0.375	10
6	8.0	0.53125	10	8.0	0.53125	10	7.0	0.5	8
6	8.0	0.53125	10	8.0	0.53125	10	6.0	0.4375	10
6	8.0	0.5625	9	8.0	0.59375	9	4.0	0.5625	4
6	8.0	0.5625	9	8.0	0.59375	9	7.0	0.46875	10
6	9.0	0.5625	11	9.0	0.65625	9	9.0	0.5625	11
6	9.0	0.5625	11	9.0	0.65625	9	9.0	0.65625	9
6	8.0	0.5625	9	7.0	0.4375	10	8.0	0.5625	9
6	8.0	0.5625	9	7.0	0.4375	10	1.0	0.25	2
6	9.0	0.5625	11	8.0	0.5625	9	9.0	0.5625	11
6	9.0	0.5625	11	8.0	0.5625	9	8.0	0.5	11
6	8.0	0.625	8	6.0	0.4375	9	6.0	0.5625	6
6	8.0	0.625	8	6.0	0.4375	9	9.0	0.59375	11
6	8.0	0.46875	9	8.0	0.46875	9	8.0	0.46875	9
6	8.0	0.46875	9	8.0	0.46875	9	7.0	0.53125	9
6	7.0	0.5	10	8.0	0.53125	10	7.0	0.53125	10
6	7.0	0.5	10	8.0	0.53125	10	6.0	0.53125	10
6	10.0	0.5625	12	10.0	0.53125	12	10.0	0.5625	12
6	10.0	0.5625	12	10.0	0.53125	12	10.0	0.53125	12
6	8.0	0.46875	9	8.0	0.59375	10	8.0	0.46875	9
6	8.0	0.46875	9	8.0	0.59375	10	3.0	0.8125	4
6	8.0	0.59375	10	8.0	0.46875	9	8.0	0.59375	10
6	8.0	0.59375	10	8.0	0.46875	9	7.0	0.40625	10
6	7.0	0.46875	10	9.0	0.4375	11	7.0	0.46875	10
6	7.0	0.46875	10	9.0	0.4375	11	6.0	0.46875	8
6	6.0	0.4375	9	8.0	0.4375	10	4.0	0.59375	8
6	6.0	0.4375	9	8.0	0.4375	10	8.0	0.4375	10
6	6.0	0.4375	9	7.0	0.46875	10	6.0	0.4375	9
6	6.0	0.4375	9	7.0	0.46875	10	7.0	0.46875	10
6	9.0	0.4375	11	6.0	0.4375	9	8.0	0.46875	9
6	9.0	0.4375	11	6.0	0.4375	9	7.0	0.5	8
6	6.0	0.4375	9	9.0	0.4375	12	6.0	0.4375	9
6	6.0	0.4375	9	9.0	0.4375	12	9.0	0.4375	12
6	6.0	0.4375	9	7.0	0.46875	10	8.0	0.46875	11
6	6.0	0.4375	9	7.0	0.46875	10	7.0	0.46875	10
6	7.0	0.4375	10	8.0	0.53125	10	7.0	0.4375	10
6	7.0	0.4375	10	8.0	0.53125	10	8.0	0.53125	10
6	8.0	0.53125	10	9.0	0.4375	12	8.0	0.5625	9
6	8.0	0.53125	10	9.0	0.4375	12	9.0	0.4375	12
6	8.0	0.5625	9	9.0	0.65625	9	7.0	0.53125	8
6	8.0	0.5625	9	9.0	0.65625	9	8.0	0.625	9
6	7.0	0.40625	10	8.0	0.53125	10	5.0	0.34375	8
6	7.0	0.40625	10	8.0	0.53125	10	9.0	0.5	12
6	8.0	0.625	8	8.0	0.625	8	7.0	0.5625	9
6	8.0	0.625	8	8.0	0.625	8	6.0	0.53125	8
6	6.0	0.4375	9	8.0	0.5625	9	8.0	0.5625	9
6	6.0	0.4375	9	8.0	0.5625	9	8.0	0.625	8
6	6.0	0.375	9	8.0	0.4375	10	6.0	0.375	9
6	6.0	0.375	9	8.0	0.4375	10	8.0	0.4375	10
6	9.0	0.5	11	6.0	0.4375	9	9.0	0.53125	12
6	9.0	0.5	11	6.0	0.4375	9	7.0	0.40625	10
6	6.0	0.4375	9	10.0	0.53125	12	6.0	0.4375	9
6	6.0	0.4375	9	10.0	0.53125	12	10.0	0.53125	12
6	8.0	0.59375	10	8.0	0.53125	10	3.0	0.625	4
6	8.0	0.59375	10	8.0	0.53125	10	7.0	0.5625	9
7	7.0	0.5	10	6.0	0.4375	9	4.0	0.625	5
7	7.0	0.5	10	6.0	0.4375	9	6.0	0.4375	9
7	8.0	0.4375	10	7.0	0.46875	10	8.0	0.46875	10
7	8.0	0.4375	10	7.0	0.46875	10	7.0	0.46875	10
7	9.0	0.5	11	8.0	0.46875	9	7.0	0.375	11
7	9.0	0.5	11	8.0	0.46875	9	7.0	0.5	9
7	10.0	0.5625	12	7.0	0.40625	10	8.0	0.46875	11
7	10.0	0.5625	12	7.0	0.40625	10	1.0	0.5	1
7	8.0	0.59375	9	8.0	0.59375	9	7.0	0.5625	8
7	8.0	0.59375	9	8.0	0.59375	9	8.0	0.59375	9
7	8.0	0.4375	10	10.0	0.53125	12	8.0	0.46875	10
7	8.0	0.4375	10	10.0	0.53125	12	9.0	0.5	12
7	8.0	0.4375	11	8.0	0.53125	10	8.0	0.4375	11
7	8.0	0.4375	11	8.0	0.53125	10	1.0	0.5	1
7	7.0	0.46875	10	6.0	0.375	9	7.0	0.4375	10
7	7.0	0.46875	10	6.0	0.375	9	7.0	0.40625	10
7	10.0	0.53125	12	8.0	0.53125	10	9.0	0.5	12
7	10.0	0.53125	12	8.0	0.53125	10	10.0	0.75	10
7	8.0	0.4375	10	9.0	0.5625	11	8.0	0.46875	11
7	8.0	0.4375	10	9.0	0.5625	11	9.0	0.5625	11
7	7.0	0.46875	10	6.0	0.4375	9	7.0	0.46875	10
7	7.0	0.46875	10	6.0	0.4375	9	6.0	0.4375	9
7	8.0	0.53125	10	8.0	0.4375	11	8.0	0.53125	10
7	8.0	0.53125	10	8.0	0.4375	11	7.0	0.375	10
7	7.0	0.5625	9	8.0	0.53125	10	7.0	0.5	11
7	7.0	0.5625	9	8.0	0.53125	10	7.0	0.53125	9
7	8.0	0.53125	10	6.0	0.4375	9	8.0	0.59375	9
7	8.0	0.53125	10	6.0	0.4375	9	7.0	0.46875	9
7	7.0	0.40625	10	7.0	0.46875	10	7.0	0.34375	10
7	7.0	0.40625	10	7.0	0.46875	10	2.0	0.5	3
7	7.0	0.5625	9	7.0	0.46875	10	8.0	0.8125	7
7	7.0	0.5625	9	7.0	0.46875	10	8.0	0.4375	11
7	9.0	0.5	11	8.0	0.4375	11	4.0	0.625	8
7	9.0	0.5	11	8.0	0.4375	11	7.0	0.40625	9
7	8.0	0.46875	9	9.0	0.5625	11	7.0	0.4375	8
7	8.0	0.46875	9	9.0	0.5625	11	9.0	0.5625	11
7	8.0	0.59375	9	8.0	0.4375	10	8.0	0.59375	9
7	8.0	0.59375	9	8.0	0.4375	10	8.0	0.46875	11
7	8.0	0.59375	9	8.0	0.46875	9	8.0	0.59375	9
7	8.0	0.59375	9	8.0	0.46875	9	7.0	0.4375	8
7	6.0	0.375	9	6.0	0.4375	9	6.0	0.34375	9
7	6.0	0.375	9	6.0	0.4375	9	6.0	0.4375	9
7	8.0	0.4375	11	8.0	0.5	9	8.0	0.4375	11
7	8.0	0.4375	11	8.0	0.5	9	9.0	0.46875	9
7	8.0	0.53125	10	7.0	0.40625	10	8.0	0.5625	9
7	8.0	0.53125	10	7.0	0.40625	10	7.0	0.40625	10
7	9.0	0.5	11	8.0	0.59375	9	8.0	0.46875	10
7	9.0	0.5	11	8.0	0.59375	9	3.0	0.625	4
7	7.0	0.46875	10	7.0	0.5625	9	7.0	0.5	10
7	7.0	0.46875	10	7.0	0.5625	9	7.0	0.5625	9
7	8.0	0.46875	9	8.0	0.59375	9	9.0	0.46875	10
7	8.0	0.46875	9	8.0	0.59375	9	8.0	0.59375	9
7	8.0	0.4375	11	7.0	0.5	10	7.0	0.40625	10
7	8.0	0.4375	11	7.0	0.5	10	7.0	0.5	10
7	8.0	0.5	9	8.0	0.59375	9	8.0	0.5	8
7	8.0	0.5	9	8.0	0.59375	9	8.0	0.625	9
7	8.0	0.53125	10	8.0	0.46875	9	7.0	0.59375	9
7	8.0	0.53125	10	8.0	0.46875	9	5.0	0.71875	6
7	8.0	0.5	9	8.0	0.59375	9	8.0	0.5	9
7	8.0	0.5	9	8.0	0.59375	9	8.0	0.59375	9
7	7.0	0.5625	9	8.0	0.46875	9	7.0	0.59375	9
7	7.0	0.5625	9	8.0	0.46875	9	6.0	0.4375	8
7	8.0	0.46875	9	7.0	0.46875	10	8.0	0.46875	9
7	8.0	0.46875	9	7.0	0.46875	10	7.0	0.46875	10
7	8.0	0.59375	9	8.0	0.59375	9	8.0	0.625	10
7	8.0	0.59375	9	8.0	0.59375	9	9.0	0.625	10
7	8.0	0.46875	9	8.0	0.4375	11	7.0	0.46875	9
7	8.0	0.46875	9	8.0	0.4375	11	7.0	0.40625	9
7	7.0	0.46875	10	7.0	0.46875	10	6.0	0.5	9
7	7.0	0.46875	10	7.0	0.46875	10	7.0	0.5	9
7	8.0	0.59375	9	8.0	0.46875	9	8.0	0.65625	9
7	8.0	0.59375	9	8.0	0.46875	9	7.0	0.40625	9
7	10.0	0.53125	12	6.0	0.375	9	11.0	0.5	12
7	10.0	0.53125	12	6.0	0.375	9	6.0	0.375	9
7	8.0	0.4375	10	6.0	0.375	9	8.0	0.4375	10
7	8.0	0.4375	10	6.0	0.375	9	5.0	0.40625	8
7	6.0	0.4375	9	8.0	0.4375	11	6.0	0.4375	9
7	6.0	0.4375	9	8.0	0.4375	11	8.0	0.34375	10
7	8.0	0.4375	10	10.0	0.5625	12	8.0	0.4375	10
7	8.0	0.4375	10	10.0	0.5625	12	10.0	0.5625	12
7	8.0	0.59375	9	7.0	0.46875	10	7.0	0.5625	9
7	8.0	0.59375	9	7.0	0.46875	10	7.0	0.46875	10
7	7.0	0.46875	10	7.0	0.46875	10	6.0	0.5	9
7	7.0	0.46875	10	7.0	0.46875	10	6.0	0.4375	9
7	6.0	0.4375	9	8.0	0.4375	11	6.0	0.375	9
7	6.0	0.4375	9	8.0	0.4375	11	7.0	0.40625	10
7	8.0	0.53125	10	6.0	0.375	9	7.0	0.6875	9
7	8.0	0.53125	10	6.0	0.375	9	6.0	0.375	9
7	6.0	0.375	9	6.0	0.375	9	6.0	0.375	9
7	6.0	0.375	9	6.0	0.375	9	6.0	0.375	9
7	7.0	0.5	8	7.0	0.40625	10	6.0	0.5625	7
7	7.0	0.5	8	7.0	0.40625	10	7.0	0.4375	10
7	9.0	0.4375	11	8.0	0.4375	11	7.0	0.40625	9
7	9.0	0.4375	11	8.0	0.4375	11	8.0	0.4375	11
7	9.0	0.4375	11	8.0	0.4375	12	6.0	0.46875	8
7	9.0	0.4375	11	8.0	0.4375	12	8.0	0.4375	12
7	8.0	0.46875	9	7.0	0.40625	10	8.0	0.5	9
7	8.0	0.46875	9	7.0	0.40625	10	8.0	0.4375	10
7	8.0	0.59375	9	7.0	0.46875	10	9.0	0.6875	10
7	8.0	0.59375	9	7.0	0.46875	10	5.0	0.34375	8
7	6.0	0.4375	9	7.0	0.46875	10	6.0	0.4375	9
7	6.0	0.4375	9	7.0	0.46875	10	7.0	0.46875	10
7	7.0	0.46875	10	8.0	0.4375	11	8.0	0.46875	11
7	7.0	0.46875	10	8.0	0.4375	11	8.0	0.46875	10
7	8.0	0.53125	10	7.0	0.5625	9	6.0	0.5	9
7	8.0	0.53125	10	7.0	0.5625	9	7.0	0.5625	9
7	8.0	0.53125	10	9.0	0.5	11	8.0	0.53125	10
7	8.0	0.53125	10	9.0	0.5	11	9.0	0.5	11
7	8.0	0.59375	9	8.0	0.53125	10	8.0	0.59375	9
7	8.0	0.59375	9	8.0	0.53125	10	8.0	0.46875	9
7	6.0	0.375	9	8.0	0.59375	9	8.0	0.40625	9
7	6.0	0.375	9	8.0	0.59375	9	8.0	0.59375	9
7	8.0	0.46875	9	7.0	0.46875	10	8.0	0.46875	9
7	8.0	0.46875	9	7.0	0.46875	10	7.0	0.5	9
7	8.0	0.59375	9	8.0	0.46875	9	9.0	0.71875	9
7	8.0	0.59375	9	8.0	0.46875	9	5.0	0.40625	7
7	7.0	0.46875	10	7.0	0.40625	10	8.0	0.46875	11
7	7.0	0.46875	10	7.0	0.40625	10	7.0	0.4375	10
7	7.0	0.46875	10	9.0	0.5625	10	7.0	0.40625	10
7	7.0	0.46875	10	9.0	0.5625	10	8.0	0.53125	10
7	10.0	0.5625	12	7.0	0.46875	10	8.0	0.53125	11
7	10.0	0.5625	12	7.0	0.46875	10	7.0	0.46875	10
7	7.0	0.40625	10	8.0	0.59375	9	7.0	0.40625	10
7	7.0	0.40625	10	8.0	0.59375	9	8.0	0.59375	9
7	9.0	0.5625	11	8.0	0.46875	9	7.0	0.59375	10
7	9.0	0.5625	11	8.0	0.46875	9	7.0	0.4375	10
7	8.0	0.4375	10	8.0	0.4375	10	9.0	0.5	10
7	8.0	0.4375	10	8.0	0.4375	10	7.0	0.375	10
7	7.0	0.40625	10	8.0	0.46875	9	7.0	0.40625	10
7	7.0	0.40625	10	8.0	0.46875	9	7.0	0.4375	8
7	9.0	0.4375	11	8.0	0.59375	9	9.0	0.4375	11
7	9.0	0.4375	11	8.0	0.59375	9	9.0	0.59375	9
7	8.0	0.59375	9	8.0	0.4375	10	8.0	0.65625	9
7	8.0	0.59375	9	8.0	0.4375	10	8.0	0.4375	10
7	7.0	0.40625	10	8.0	0.4375	10	6.0	0.375	9
7	7.0	0.40625	10	8.0	0.4375	10	7.0	0.40625	10
7	7.0	0.40625	10	8.0	0.4375	11	7.0	0.40625	10
7	7.0	0.40625	10	8.0	0.4375	11	6.0	0.53125	7
7	7.0	0.46875	10	10.0	0.5625	12	7.0	0.46875	10
7	7.0	0.46875	10	10.0	0.5625	12	8.0	0.46875	11
7	8.0	0.46875	9	8.0	0.4375	11	8.0	0.46875	9
7	8.0	0.46875	9	8.0	0.4375	11	7.0	0.40625	9
7	8.0	0.46875	9	8.0	0.4375	12	9.0	0.53125	9
7	8.0	0.46875	9	8.0	0.4375	12	7.0	0.375	12
7	8.0	0.46875	9	6.0	0.4375	9	8.0	0.46875	9
7	8.0	0.46875	9	6.0	0.4375	9	6.0	0.4375	9
7	10.0	0.5625	12	8.0	0.59375	9	9.0	0.46875	11
7	10.0	0.5625	12	8.0	0.59375	9	7.0	0.59375	9
7	8.0	0.53125	10	8.0	0.59375	9	8.0	0.53125	10
7	8.0	0.53125	10	8.0	0.59375	9	7.0	0.5625	9
7	8.0	0.59375	9	10.0	0.5625	12	8.0	0.625	10
7	8.0	0.59375	9	10.0	0.5625	12	9.0	0.59375	11
7	7.0	0.5	10	7.0	0.40625	10	8.0	0.5625	10
7	7.0	0.5	10	7.0	0.40625	10	6.0	0.46875	8
7	7.0	0.40625	10	7.0	0.46875	10	7.0	0.40625	10
7	7.0	0.40625	10	7.0	0.46875	10	7.0	0.46875	10
7	8.0	0.4375	12	8.0	0.5	9	8.0	0.4375	12
7	8.0	0.4375	12	8.0	0.5	9	8.0	0.5	9
7	7.0	0.5	10	6.0	0.4375	9	7.0	0.5	10
7	7.0	0.5	10	6.0	0.4375	9	6.0	0.4375	9
7	8.0	0.59375	9	8.0	0.53125	10	7.0	0.5625	9
7	8.0	0.59375	9	8.0	0.53125	10	9.0	0.59375	11
7	6.0	0.375	9	8.0	0.46875	9	6.0	0.375	9
7	6.0	0.375	9	8.0	0.46875	9	7.0	0.4375	8
7	7.0	0.5	8	7.0	0.46875	10	2.0	0.5625	4
7	7.0	0.5	8	7.0	0.46875	10	7.0	0.46875	10
7	7.0	0.40625	10	8.0	0.59375	9	7.0	0.40625	10
7	7.0	0.40625	10	8.0	0.59375	9	8.0	0.59375	9
7	8.0	0.53125	10	8.0	0.4375	12	10.0	0.59375	11
7	8.0	0.53125	10	8.0	0.4375	12	8.0	0.4375	12
7	9.0	0.5625	11	8.0	0.59375	9	9.0	0.59375	10
7	9.0	0.5625	11	8.0	0.59375	9	7.0	0.5625	9
7	10.0	0.53125	12	6.0	0.4375	9	9.0	0.4375	11
