G	P1PT	P1SC	P1NC	P2PT	P2SC	P2NC	CPT	CSC	CNC
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	8.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
23	10.0	0.5	9	10.0	0.5	9	9.0	0.4375	12
23	10.0	0.5	9	10.0	0.5	9	8.0	0.375	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	8.0	0.59375	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	7.0	0.6875	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
23	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
23	10.0	0.5	9	10.0	0.5	9	7.0	0.6875	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	8.0	0.53125	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	9.0	0.5	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.4375	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.5625	11
23	10.0	0.5	9	10.0	0.5	9	7.0	0.40625	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	7.0	0.40625	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	1.0	0.5	1
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
23	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	6.0	0.375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.53125	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.625	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	7.0	0.5625	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	7.0	0.40625	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.59375	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.5625	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	11.0	0.59375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	5.0	0.34375	8
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	7.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	6.0	0.34375	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	7.0	0.5625	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	1.0	0.5	1
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	7.0	0.46875	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	7.0	0.59375	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	7.0	0.53125	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	5.0	0.34375	8
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	11.0	0.65625	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.5	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.625	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	6.0	0.375	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.625	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.4375	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.4375	11
24	10.0	0.5	9	10.0	0.5	9	8.0	0.53125	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.40625	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	11.0	0.59375	11
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	1.0	0.5	1
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	11
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	8.0	0.625	10
24	10.0	0.5	9	10.0	0.5	9	5.0	0.46875	6
24	10.0	0.5	9	10.0	0.5	9	8.0	0.375	13
24	10.0	0.5	9	10.0	0.5	9	11.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.53125	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
24	10.0	0.5	9	10.0	0.5	9	9.0	0.46875	10
24	10.0	0.5	9	10.0	0.5	9	10.0	0.5	9
